number,value,params_fast_period,params_slow_period,params_stop_loss_pct,params_stop_loss_type,params_take_profit_atr_mult,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
0,-8.552942091597277,10,50,0.04,fixed,4.0,9.764504377328033e-06,10045.115832024834,10000.0,2.0,0.21507899217378007,45.11583202483416,0.004511583202483349,-8.552942091597277,"{'fast_period': 10, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0045014365179482235,5.0,3.0
1,-4.124773253411543,18,40,0.04,fixed,2.0,-5.536477197732236e-06,9974.509384009652,10000.0,3.0,0.4318384331523912,-25.490615990347578,-0.0025490615990347854,-4.124773253411543,"{'fast_period': 18, 'slow_period': 40, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0025523159881545607,6.0,3.0
2,-3.860335095781761,7,30,0.02,trailing,3.5,9.626795680992335e-06,10044.478151055764,10000.0,5.0,0.3093580768909808,44.4781510557641,0.004447815105576458,-3.860335095781761,"{'fast_period': 7, 'slow_period': 30, 'stop_loss_pct': 0.02, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004437952808937467,9.0,4.0
3,-3.959544027537525,7,30,0.025,fixed,3.5,9.452761183265648e-06,10043.672315869951,10000.0,5.0,0.30938289647267625,43.67231586995149,0.004367231586995146,-3.959544027537525,"{'fast_period': 7, 'slow_period': 30, 'stop_loss_pct': 0.025, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004357722905485464,9.0,4.0
4,-10.338519467796486,14,25,0.035,trailing,2.5,5.506492495454393e-06,10025.417177419127,10000.0,2.0,0.31330380388529405,25.417177419127256,0.002541717741912697,-10.338519467796486,"{'fast_period': 14, 'slow_period': 25, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 2.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002538493040404475,7.0,4.0
5,-3.82896107455155,17,30,0.01,trailing,4.0,1.5560935563109415e-06,10007.176164930566,10000.0,6.0,0.26580709530472774,7.176164930566301,0.0007176164930566831,-3.82896107455155,"{'fast_period': 17, 'slow_period': 30, 'stop_loss_pct': 0.01, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0007173591294593441,8.0,2.0
6,-6.352482732134662,5,50,0.02,trailing,4.0,8.86211532000501e-06,10040.937919292232,10000.0,4.0,0.174277915260851,40.93791929223153,0.004093791929223212,-6.352482732134662,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.02, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004085435162522309,8.0,4.0
7,-2.793345815162646,7,50,0.04,trailing,5.0,1.9413775248441644e-06,10008.953756486162,10000.0,4.0,0.3313610310734129,8.953756486162092,0.0008953756486163034,-2.793345815162646,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008949750389531597,6.0,2.0
8,-8.735703763142368,6,30,0.01,trailing,3.0,-4.439589635668851e-06,9979.55442139653,10000.0,9.0,0.2912729509635566,-20.445578603470494,-0.0020445578603470738,-8.735703763142368,"{'fast_period': 6, 'slow_period': 30, 'stop_loss_pct': 0.01, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00204665082204334,11.0,2.0
9,-9.150804490133225,10,30,0.03,trailing,2.0,3.8116664495397946e-06,10017.587229755729,10000.0,3.0,0.257039707655986,17.587229755728913,0.0017587229755728906,-9.150804490133225,"{'fast_period': 10, 'slow_period': 30, 'stop_loss_pct': 0.03, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0017571782332378454,7.0,4.0
10,-3.8685311565069234,12,45,0.05,atr,5.0,1.3742066770364113e-05,10063.552019234105,10000.0,1.0,0.2568552289510914,63.55201923410459,0.006355201923410547,-3.8685311565069234,"{'fast_period': 12, 'slow_period': 45, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.006335092781137856,4.0,3.0
11,-3.5269277137989525,19,40,0.01,atr,5.0,-2.2518281011505385e-06,9989.624458772538,10000.0,5.0,0.4375294380465301,-10.375541227462236,-0.0010375541227461982,-3.5269277137989525,"{'fast_period': 19, 'slow_period': 40, 'stop_loss_pct': 0.01, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010380927546303983,6.0,1.0
12,-2.6673447668633576,20,40,0.05,atr,5.0,8.529781021287116e-06,10039.399704070702,10000.0,2.0,0.38980380253842173,39.39970407070177,0.00393997040707017,-2.6673447668633576,"{'fast_period': 20, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00393222905081336,5.0,3.0
13,-4.19270272637894,15,45,0.05,atr,4.5,1.1202151025569177e-05,10051.775490438746,10000.0,1.0,0.2588282328916215,51.77549043874569,0.005177549043874574,-4.19270272637894,"{'fast_period': 15, 'slow_period': 45, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0051641916227873905,4.0,3.0
14,-4.429193267219352,10,45,0.045000000000000005,atr,5.0,1.4512569207252678e-05,10067.127244173826,10000.0,1.0,0.2600654952998663,67.1272441738256,0.006712724417382576,-4.429193267219352,"{'fast_period': 10, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.006690294404543485,4.0,3.0
15,-3.1116774206717053,20,35,0.045000000000000005,atr,4.5,8.737729888491368e-06,10040.362171511057,10000.0,2.0,0.3924993853662415,40.36217151105666,0.004036217151105692,-3.1116774206717053,"{'fast_period': 20, 'slow_period': 35, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004028093478594521,5.0,3.0
16,-6.601641248269484,16,50,0.04,atr,4.5,8.093409029426176e-06,10037.380306374109,10000.0,2.0,0.26693551276605065,37.38030637410884,0.0037380306374108496,-6.601641248269484,"{'fast_period': 16, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003731061562565467,5.0,3.0
17,-3.4985974211665964,12,40,0.05,atr,5.0,1.2306983783065462e-05,10056.896444164286,10000.0,1.0,0.36540501079895354,56.89644416428564,0.0056896444164284965,-3.4985974211665964,"{'fast_period': 12, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005673519523993178,4.0,3.0
18,-2.726269928493492,8,35,0.035,trailing,4.5,-9.385556362234277e-07,9995.674194416619,10000.0,5.0,0.43129818684035637,-4.325805583381225,-0.0004325805583381692,-2.726269928493492,"{'fast_period': 8, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00043267414829900017,7.0,2.0
19,-3.557298549184367,14,35,0.03,fixed,4.5,6.461013993921158e-07,10002.97897107653,10000.0,4.0,0.28744595931361866,2.9789710765307973,0.00029789710765304456,-3.557298549184367,"{'fast_period': 14, 'slow_period': 35, 'stop_loss_pct': 0.03, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0002978527451197654,6.0,2.0
20,-284.54677015760166,9,35,0.035,trailing,3.0,6.386856705558457e-06,10029.486797703374,10000.0,2.0,0.20231387927693284,29.486797703373668,0.0029486797703373036,-284.54677015760166,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029443409412624488,5.0,3.0
21,-14.29457193427687,9,35,0.035,trailing,4.0,1.1142761423068521e-05,10051.500290597736,10000.0,2.0,0.20207409939712254,51.50029059773624,0.005150029059773686,-14.29457193427687,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005136813016034588,5.0,3.0
22,-284.54677015760166,9,35,0.035,trailing,3.0,6.386856705558457e-06,10029.486797703374,10000.0,2.0,0.20231387927693284,29.486797703373668,0.0029486797703373036,-284.54677015760166,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029443409412624488,5.0,3.0
23,-284.54677015760166,9,35,0.035,trailing,3.0,6.386856705558457e-06,10029.486797703374,10000.0,2.0,0.20231387927693284,29.486797703373668,0.0029486797703373036,-284.54677015760166,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029443409412624488,5.0,3.0
24,-284.54677015760166,9,35,0.035,trailing,3.0,6.386856705558457e-06,10029.486797703374,10000.0,2.0,0.20231387927693284,29.486797703373668,0.0029486797703373036,-284.54677015760166,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029443409412624488,5.0,3.0
25,-14.29457193427687,9,35,0.035,trailing,4.0,1.1142761423068521e-05,10051.500290597736,10000.0,2.0,0.20207409939712254,51.50029059773624,0.005150029059773686,-14.29457193427687,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005136813016034588,5.0,3.0
26,-284.54677015760166,9,35,0.035,trailing,3.0,6.386856705558457e-06,10029.486797703374,10000.0,2.0,0.20231387927693284,29.486797703373668,0.0029486797703373036,-284.54677015760166,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029443409412624488,5.0,3.0
27,-284.54677015760166,9,35,0.035,trailing,3.0,6.386856705558457e-06,10029.486797703374,10000.0,2.0,0.20231387927693284,29.486797703373668,0.0029486797703373036,-284.54677015760166,"{'fast_period': 9, 'slow_period': 35, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 3.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029443409412624488,5.0,3.0
28,-2.2486881659018616,5,45,0.045000000000000005,trailing,5.0,8.043051725256849e-06,10037.147294133312,10000.0,2.0,0.5159805165940673,37.14729413331224,0.003714729413331286,-2.2486881659018616,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003707846845343407,5.0,3.0
29,-2.6457298834480025,7,45,0.045000000000000005,atr,5.0,8.775445890536345e-06,10040.536745578329,10000.0,2.0,0.4350839899567648,40.53674557832892,0.004053674557832787,-2.6457298834480025,"{'fast_period': 7, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004045480555537255,5.0,3.0
30,-2.6457298834480025,7,45,0.045000000000000005,atr,5.0,8.775445890536345e-06,10040.536745578329,10000.0,2.0,0.4350839899567648,40.53674557832892,0.004053674557832787,-2.6457298834480025,"{'fast_period': 7, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004045480555537255,5.0,3.0
31,-2.6457298834480025,7,45,0.045000000000000005,atr,5.0,8.775445890536345e-06,10040.536745578329,10000.0,2.0,0.4350839899567648,40.53674557832892,0.004053674557832787,-2.6457298834480025,"{'fast_period': 7, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004045480555537255,5.0,3.0
32,-2.6457298834480025,7,45,0.045000000000000005,atr,5.0,8.775445890536345e-06,10040.536745578329,10000.0,2.0,0.4350839899567648,40.53674557832892,0.004053674557832787,-2.6457298834480025,"{'fast_period': 7, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004045480555537255,5.0,3.0
33,-2.2486881659018616,5,45,0.045000000000000005,atr,5.0,8.043051725256849e-06,10037.147294133312,10000.0,2.0,0.5159805165940673,37.14729413331224,0.003714729413331286,-2.2486881659018616,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003707846845343407,5.0,3.0
34,-2.2439066532986907,6,45,0.045000000000000005,atr,5.0,7.982593535266369e-06,10036.86755043526,10000.0,2.0,0.5159948695872494,36.867550435259545,0.003686755043526002,-2.2439066532986907,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036799756197577957,5.0,3.0
35,-2.2486881659018616,5,45,0.045000000000000005,atr,5.0,8.043051725256849e-06,10037.147294133312,10000.0,2.0,0.5159805165940673,37.14729413331224,0.003714729413331286,-2.2486881659018616,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003707846845343407,5.0,3.0
36,-2.9361575702910576,5,50,0.04,fixed,4.5,1.1470334018511594e-05,10053.01829198593,10000.0,3.0,0.30930107978726473,53.01829198593077,0.005301829198593122,-2.9361575702910576,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005287823982533845,6.0,3.0
37,-2.2486881659018616,5,45,0.045000000000000005,atr,5.0,8.043051725256849e-06,10037.147294133312,10000.0,2.0,0.5159805165940673,37.14729413331224,0.003714729413331286,-2.2486881659018616,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003707846845343407,5.0,3.0
38,-2.9361575702910576,5,50,0.04,fixed,4.5,1.1470334018511594e-05,10053.01829198593,10000.0,3.0,0.30930107978726473,53.01829198593077,0.005301829198593122,-2.9361575702910576,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005287823982533845,6.0,3.0
39,-2.9361575702910576,5,50,0.04,fixed,4.5,1.1470334018511594e-05,10053.01829198593,10000.0,3.0,0.30930107978726473,53.01829198593077,0.005301829198593122,-2.9361575702910576,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005287823982533845,6.0,3.0
40,-2.9361575702910576,5,50,0.04,fixed,4.5,1.1470334018511594e-05,10053.01829198593,10000.0,3.0,0.30930107978726473,53.01829198593077,0.005301829198593122,-2.9361575702910576,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005287823982533845,6.0,3.0
41,-2.9361575702910576,5,50,0.04,fixed,4.5,1.1470334018511594e-05,10053.01829198593,10000.0,3.0,0.30930107978726473,53.01829198593077,0.005301829198593122,-2.9361575702910576,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005287823982533845,6.0,3.0
42,-2.9361575702910576,5,50,0.04,fixed,4.5,1.1470334018511594e-05,10053.01829198593,10000.0,3.0,0.30930107978726473,53.01829198593077,0.005301829198593122,-2.9361575702910576,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005287823982533845,6.0,3.0
43,-11.179602853740514,6,40,0.025,atr,3.5,3.6219545985351695e-06,10016.711158303293,10000.0,7.0,0.4356959436506333,16.711158303292905,0.001671115830329306,-11.179602853740514,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.025, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001669721069924713,10.0,3.0
44,-4.872116070903318,6,40,0.05,atr,3.5,1.110340114207357e-05,10051.317906879654,10000.0,1.0,0.3426824865516986,51.3179068796544,0.005131790687965543,-4.872116070903318,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005118667926495916,4.0,3.0
45,-6.83784618608729,6,40,0.05,atr,5.0,1.5985480154325588e-05,10073.9652651268,10000.0,1.0,0.3425036586092085,73.96526512680066,0.0073965265126800794,-6.83784618608729,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007369306351144096,4.0,3.0
46,-6.83784618608729,6,40,0.05,atr,5.0,1.5985480154325588e-05,10073.9652651268,10000.0,1.0,0.3425036586092085,73.96526512680066,0.0073965265126800794,-6.83784618608729,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007369306351144096,4.0,3.0
47,-6.83784618608729,6,40,0.05,atr,5.0,1.5985480154325588e-05,10073.9652651268,10000.0,1.0,0.3425036586092085,73.96526512680066,0.0073965265126800794,-6.83784618608729,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007369306351144096,4.0,3.0
48,-6.83784618608729,6,40,0.05,atr,5.0,1.5985480154325588e-05,10073.9652651268,10000.0,1.0,0.3425036586092085,73.96526512680066,0.0073965265126800794,-6.83784618608729,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007369306351144096,4.0,3.0
49,-6.83784618608729,6,40,0.05,atr,5.0,1.5985480154325588e-05,10073.9652651268,10000.0,1.0,0.3425036586092085,73.96526512680066,0.0073965265126800794,-6.83784618608729,"{'fast_period': 6, 'slow_period': 40, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007369306351144096,4.0,3.0
50,-2.3278398650209753,6,45,0.05,atr,5.0,8.98038121161751e-06,10041.485371935089,10000.0,2.0,0.470076548002342,41.48537193508855,0.004148537193508828,-2.3278398650209753,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004139955738555672,5.0,3.0
51,-2.6553145724373284,8,45,0.045000000000000005,atr,5.0,8.81654859608799e-06,10040.72699895774,10000.0,2.0,0.43269770499500526,40.72699895773985,0.004072699895774079,-2.6553145724373284,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004064428902796563,5.0,3.0
52,-2.2439066532986907,6,45,0.045000000000000005,atr,5.0,7.982593535266369e-06,10036.86755043526,10000.0,2.0,0.5159948695872494,36.867550435259545,0.003686755043526002,-2.2439066532986907,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036799756197577957,5.0,3.0
53,-2.2439066532986907,6,45,0.045000000000000005,atr,5.0,7.982593535266369e-06,10036.86755043526,10000.0,2.0,0.5159948695872494,36.867550435259545,0.003686755043526002,-2.2439066532986907,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036799756197577957,5.0,3.0
54,-2.7859180697308026,8,45,0.045000000000000005,atr,4.5,8.36939953711576e-06,10038.657459817076,10000.0,2.0,0.42920183965688247,38.657459817075505,0.0038657459817075246,-2.7859180697308026,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003858293186610366,5.0,3.0
55,-4.808851944590043,8,45,0.045000000000000005,atr,2.0,-1.7305692215481407e-06,9992.0252574062,10000.0,2.0,0.4250365024036101,-7.974742593800329,-0.0007974742593800377,-4.808851944590043,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0007977924111336928,5.0,3.0
56,-4.808851944590043,8,45,0.045000000000000005,atr,2.0,-1.7305692215481407e-06,9992.0252574062,10000.0,2.0,0.4250365024036101,-7.974742593800329,-0.0007974742593800377,-4.808851944590043,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0007977924111336928,5.0,3.0
57,-4.808851944590043,8,45,0.045000000000000005,atr,2.0,-1.7305692215481407e-06,9992.0252574062,10000.0,2.0,0.4250365024036101,-7.974742593800329,-0.0007974742593800377,-4.808851944590043,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0007977924111336928,5.0,3.0
58,-2.7859180697308026,8,45,0.045000000000000005,atr,4.5,8.36939953711576e-06,10038.657459817076,10000.0,2.0,0.42920183965688247,38.657459817075505,0.0038657459817075246,-2.7859180697308026,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003858293186610366,5.0,3.0
59,-4.808851944590043,8,45,0.045000000000000005,atr,2.0,-1.7305692215481407e-06,9992.0252574062,10000.0,2.0,0.4250365024036101,-7.974742593800329,-0.0007974742593800377,-4.808851944590043,"{'fast_period': 8, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0007977924111336928,5.0,3.0
60,-47.556610505460334,8,25,0.045000000000000005,atr,2.0,7.811290067468563e-06,10036.074961281274,10000.0,2.0,0.39529637156050984,36.07496128127423,0.0036074961281273854,-47.556610505460334,"{'fast_period': 8, 'slow_period': 25, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 2.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036010047211030077,7.0,5.0
61,-3.95969460819,11,45,0.015,atr,4.0,1.44976265904429e-06,10006.685639751528,10000.0,5.0,0.24170438584525555,6.68563975152756,0.0006685639751526917,-3.95969460819,"{'fast_period': 11, 'slow_period': 45, 'stop_loss_pct': 0.015, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0006683405858194176,7.0,2.0
