number,value,params_atr_period,params_avoid_strong_trend,params_bb_dev,params_bb_period,params_reentry_cooldown_bars,params_rsi_exit,params_rsi_oversold,params_rsi_period,params_stop_loss_atr_mult,params_stop_loss_type,params_take_profit_atr_mult,params_take_profit_pct,params_take_profit_type,params_trend_long_period,params_use_invalidation,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
0,-1.0,20.0,False,2.75,15.0,5.0,45.0,20.0,10.0,3.5,trailing,,0.07,fixed,270.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 270, 'avoid_strong_trend': False, 'rsi_period': 10, 'rsi_oversold': 20, 'rsi_exit': 45, 'bb_period': 15, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 20, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.07, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
1,-1.0,10.0,False,2.25,30.0,5.0,50.0,20.0,30.0,3.0,support_resistance,,0.03,fixed,200.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 200, 'avoid_strong_trend': False, 'rsi_period': 30, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 30, 'bb_dev': 2.25, 'use_invalidation': False, 'reentry_cooldown_bars': 5, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
2,-19.556026352884892,20.0,True,1.5,20.0,7.0,45.0,35.0,8.0,3.0,support_resistance,,0.02,fixed,210.0,True,2.109496050132204e-06,10009.729506888472,10000.0,1.0,0.21707797826318712,9.729506888472315,0.000972950688847174,-19.556026352884892,"{'trend_long_period': 210, 'avoid_strong_trend': True, 'rsi_period': 8, 'rsi_oversold': 35, 'rsi_exit': 45, 'bb_period': 20, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.02, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.000972477679110946,3.0,2.0
3,-5.192772374780805,12.0,False,2.0,20.0,5.0,55.0,30.0,30.0,2.5,atr,,0.02,atr,160.0,True,6.994289473297215e-06,10032.295713114609,10000.0,0.0,0.09309009633494525,32.29571311460859,0.0032295713114609548,-5.192772374780805,"{'trend_long_period': 160, 'avoid_strong_trend': False, 'rsi_period': 30, 'rsi_oversold': 30, 'rsi_exit': 55, 'bb_period': 20, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 12, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.02, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.003224367447190016,1.0,1.0
4,-1.0,10.0,True,1.5,25.0,9.0,60.0,25.0,24.0,3.5,trailing,,0.04,fixed,110.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 110, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 9, 'atr_period': 10, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.04, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
5,-1.0,16.0,False,2.0,10.0,10.0,60.0,25.0,20.0,2.0,support_resistance,,0.08,support_resistance,110.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 10, 'bb_dev': 2.0, 'use_invalidation': False, 'reentry_cooldown_bars': 10, 'atr_period': 16, 'stop_loss_atr_mult': 2.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
6,-16.64545323289206,26.0,False,1.5,10.0,3.0,60.0,35.0,10.0,2.0,trailing,,0.04,atr,170.0,False,8.97088487575678e-06,10041.441412307882,10000.0,2.0,0.4856406483183993,41.441412307882274,0.004144141230788323,-16.64545323289206,"{'trend_long_period': 170, 'avoid_strong_trend': False, 'rsi_period': 10, 'rsi_oversold': 35, 'rsi_exit': 60, 'bb_period': 10, 'bb_dev': 1.5, 'use_invalidation': False, 'reentry_cooldown_bars': 3, 'atr_period': 26, 'stop_loss_atr_mult': 2.0, 'take_profit_pct': 0.04, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.004135577927723876,7.0,5.0
7,-1.0,22.0,True,1.75,15.0,9.0,55.0,20.0,8.0,4.0,support_resistance,,0.07,fixed,230.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 230, 'avoid_strong_trend': True, 'rsi_period': 8, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 15, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 9, 'atr_period': 22, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.07, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
8,-1.0,22.0,True,1.5,25.0,8.0,50.0,25.0,26.0,1.5,support_resistance,,0.06,fixed,210.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 210, 'avoid_strong_trend': True, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 50, 'bb_period': 25, 'bb_dev': 1.5, 'use_invalidation': False, 'reentry_cooldown_bars': 8, 'atr_period': 22, 'stop_loss_atr_mult': 1.5, 'take_profit_pct': 0.06, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
9,-16.71011530182612,16.0,False,2.25,30.0,10.0,45.0,30.0,20.0,3.0,atr,,0.05,fixed,200.0,False,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 200, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 30, 'rsi_exit': 45, 'bb_period': 30, 'bb_dev': 2.25, 'use_invalidation': False, 'reentry_cooldown_bars': 10, 'atr_period': 16, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
10,-16.71011530182612,10.0,True,2.25,25.0,3.0,55.0,35.0,30.0,3.5,support_resistance,,0.04,atr,170.0,False,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 170, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 35, 'rsi_exit': 55, 'bb_period': 25, 'bb_dev': 2.25, 'use_invalidation': False, 'reentry_cooldown_bars': 3, 'atr_period': 10, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.04, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
11,-26.179941659835855,10.0,False,2.5,15.0,2.0,45.0,40.0,22.0,2.0,fixed,,0.07,support_resistance,300.0,True,1.5955881935358858e-06,10007.358367523486,10000.0,0.0,0.21707797826318712,7.358367523485867,0.0007358367523486731,-26.179941659835855,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 22, 'rsi_oversold': 40, 'rsi_exit': 45, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 10, 'stop_loss_atr_mult': 2.0, 'take_profit_pct': 0.07, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0007355661572200434,1.0,1.0
12,-1.0,16.0,True,3.0,15.0,9.0,45.0,20.0,8.0,1.5,trailing,,0.04,fixed,220.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 220, 'avoid_strong_trend': True, 'rsi_period': 8, 'rsi_oversold': 20, 'rsi_exit': 45, 'bb_period': 15, 'bb_dev': 3.0, 'use_invalidation': True, 'reentry_cooldown_bars': 9, 'atr_period': 16, 'stop_loss_atr_mult': 1.5, 'take_profit_pct': 0.04, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
13,-16.71011530182612,30.0,False,3.0,15.0,0.0,45.0,40.0,14.0,4.0,fixed,,0.06,support_resistance,300.0,True,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 40, 'rsi_exit': 45, 'bb_period': 15, 'bb_dev': 3.0, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.06, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
14,-1.0,30.0,False,3.0,15.0,0.0,50.0,20.0,14.0,4.0,fixed,,0.08,support_resistance,300.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 3.0, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
15,-1.0,30.0,False,3.0,15.0,5.0,50.0,20.0,14.0,4.0,fixed,,0.08,support_resistance,280.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 280, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 3.0, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
16,-1.0,30.0,False,3.0,15.0,5.0,50.0,20.0,14.0,4.0,fixed,,0.08,support_resistance,290.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 290, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 3.0, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
17,-1.0,30.0,False,2.75,30.0,1.0,50.0,20.0,16.0,4.0,fixed,,0.08,support_resistance,300.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 16, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 1, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
18,-1.0,30.0,False,2.75,30.0,0.0,50.0,20.0,14.0,4.0,fixed,,0.08,support_resistance,300.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
19,-1.0,30.0,False,2.75,30.0,0.0,50.0,20.0,14.0,4.0,fixed,,0.08,support_resistance,280.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 280, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_pct': 0.08, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
20,-1.0,14.0,False,2.5,30.0,5.0,50.0,20.0,16.0,3.5,trailing,,0.03,fixed,260.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 260, 'avoid_strong_trend': False, 'rsi_period': 16, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 30, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 5, 'atr_period': 14, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
21,-109.9907540530641,14.0,False,2.5,20.0,5.0,50.0,25.0,16.0,3.5,trailing,,0.03,fixed,260.0,False,3.908437237813036e-07,10001.801951898664,10000.0,0.0,0.1452459000590352,1.8019518986639014,0.00018019518986633898,-109.9907540530641,"{'trend_long_period': 260, 'avoid_strong_trend': False, 'rsi_period': 16, 'rsi_oversold': 25, 'rsi_exit': 50, 'bb_period': 20, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 5, 'atr_period': 14, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.00018017895666318096,1.0,1.0
22,-1.0,26.0,False,2.5,20.0,6.0,45.0,25.0,26.0,3.0,trailing,,0.03,fixed,260.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 260, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 20, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 6, 'atr_period': 26, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
23,-1.0,26.0,False,2.5,20.0,6.0,45.0,25.0,26.0,3.0,trailing,,0.03,fixed,250.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 250, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 20, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 6, 'atr_period': 26, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
24,-1.0,26.0,False,2.5,20.0,6.0,45.0,25.0,26.0,3.0,trailing,,0.03,fixed,250.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 250, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 20, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 6, 'atr_period': 26, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
25,-1.0,12.0,True,2.0,25.0,7.0,60.0,25.0,26.0,3.5,trailing,,0.05,fixed,100.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
26,-1.0,12.0,True,2.0,25.0,7.0,60.0,25.0,26.0,3.0,trailing,,0.03,fixed,110.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 110, 'avoid_strong_trend': True, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.0, 'take_profit_pct': 0.03, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
27,-1.0,12.0,True,2.0,25.0,7.0,60.0,25.0,26.0,3.5,trailing,,0.04,fixed,100.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.04, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
28,-109.9907540530641,12.0,True,1.75,25.0,3.0,60.0,30.0,24.0,3.5,trailing,,0.05,fixed,100.0,True,3.908437237813036e-07,10001.801951898664,10000.0,0.0,0.1452459000590352,1.8019518986639014,0.00018019518986633898,-109.9907540530641,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 3, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.00018017895666318096,1.0,1.0
29,-109.9907540530641,12.0,True,1.75,25.0,3.0,60.0,30.0,24.0,3.5,trailing,,0.05,fixed,100.0,True,3.908437237813036e-07,10001.801951898664,10000.0,0.0,0.1452459000590352,1.8019518986639014,0.00018019518986633898,-109.9907540530641,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 3, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.00018017895666318096,1.0,1.0
30,-109.9907540530641,12.0,True,1.75,25.0,3.0,60.0,30.0,24.0,3.5,trailing,,0.05,fixed,110.0,True,3.908437237813036e-07,10001.801951898664,10000.0,0.0,0.1452459000590352,1.8019518986639014,0.00018019518986633898,-109.9907540530641,"{'trend_long_period': 110, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 3, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.00018017895666318096,1.0,1.0
31,-109.9907540530641,12.0,True,1.75,25.0,3.0,60.0,30.0,24.0,3.5,trailing,,0.05,fixed,100.0,True,3.908437237813036e-07,10001.801951898664,10000.0,0.0,0.1452459000590352,1.8019518986639014,0.00018019518986633898,-109.9907540530641,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 3, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.00018017895666318096,1.0,1.0
32,-16.71011530182612,18.0,True,1.75,25.0,4.0,55.0,30.0,22.0,2.5,atr,,0.05,fixed,140.0,True,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 140, 'avoid_strong_trend': True, 'rsi_period': 22, 'rsi_oversold': 30, 'rsi_exit': 55, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
33,-16.71011530182612,18.0,True,1.75,25.0,4.0,55.0,30.0,22.0,2.5,atr,,0.05,fixed,130.0,True,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 130, 'avoid_strong_trend': True, 'rsi_period': 22, 'rsi_oversold': 30, 'rsi_exit': 55, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
34,-16.71011530182612,18.0,True,1.75,25.0,4.0,55.0,30.0,22.0,2.5,atr,,0.05,fixed,140.0,True,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 140, 'avoid_strong_trend': True, 'rsi_period': 22, 'rsi_oversold': 30, 'rsi_exit': 55, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.05, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
35,-16.71011530182612,18.0,True,1.75,25.0,4.0,55.0,30.0,22.0,2.5,atr,,0.06,atr,140.0,True,2.4482883889740093e-06,10011.292981247805,10000.0,0.0,0.10017552007896155,11.292981247805074,0.0011292981247805756,-16.71011530182612,"{'trend_long_period': 140, 'avoid_strong_trend': True, 'rsi_period': 22, 'rsi_oversold': 30, 'rsi_exit': 55, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.06, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0011286609473170183,1.0,1.0
36,-5.192772374780805,18.0,True,1.75,10.0,4.0,55.0,30.0,30.0,2.5,support_resistance,,0.02,atr,150.0,True,6.994289473297215e-06,10032.295713114609,10000.0,0.0,0.09309009633494525,32.29571311460859,0.0032295713114609548,-5.192772374780805,"{'trend_long_period': 150, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 30, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.02, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.003224367447190016,1.0,1.0
37,-1.0,18.0,True,2.25,10.0,4.0,55.0,20.0,28.0,2.5,support_resistance,,0.02,atr,130.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 130, 'avoid_strong_trend': True, 'rsi_period': 28, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 2.25, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.02, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
38,-1.0,18.0,False,2.25,10.0,10.0,55.0,25.0,20.0,2.5,support_resistance,,0.07,atr,140.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 140, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 25, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 2.25, 'use_invalidation': False, 'reentry_cooldown_bars': 10, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.07, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
39,-1.0,18.0,False,2.25,10.0,10.0,55.0,25.0,20.0,2.5,support_resistance,,0.02,atr,140.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 140, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 25, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 2.25, 'use_invalidation': False, 'reentry_cooldown_bars': 10, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_pct': 0.02, 'stop_loss_type': 'atr', 'take_profit_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True}",0.0,0.0,0.0
