number,value,params_atr_period,params_pullback_ma_period,params_reentry_cooldown_bars,params_require_volume_confirm,params_rsi_min,params_rsi_period,params_stop_loss_atr_mult,params_stop_loss_pct,params_take_profit_atr_mult,params_trend_long_period,params_trend_mid_period,params_use_invalidation,params_vol_ma_period,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
77,-10.659459033491359,20.0,10,6,True,45,12,4.0,,6.0,250,40,False,10,6.295357488931541e-07,10017.169572017563,10000.0,27,0.3690788719440486,17.16957201756304,0.0017169572017563528,-10.659459033491359,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': False, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001715484915733845,45,18
78,-7.393873441840584,20.0,10,2,False,45,14,4.0,,4.0,250,40,True,10,3.1999486434414145e-07,10008.723662956625,10000.0,52,0.5911620589319967,8.723662956625049,0.0008723662956624523,-7.393873441840584,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008719860053377854,96,43
79,-6.985323482424521,20.0,20,2,False,45,14,3.0,,4.0,250,40,True,10,-6.160076600933105e-07,9983.22787222268,10000.0,36,1.0425726792751153,-16.772127777319838,-0.001677212777732029,-6.985323482424521,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 20, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001678620873754271,70,33
80,-6.669848821563445,20.0,20,2,False,45,14,3.0,,4.0,250,30,False,10,-2.314118505710627e-07,9993.696014918802,10000.0,36,0.9384655898628628,-6.303985081198334,-0.000630398508119856,-6.669848821563445,"{'trend_long_period': 250, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': False, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0006305972928061459,71,34
81,-8.933223075386882,20.0,20,2,False,50,14,3.0,,6.0,250,30,False,10,1.2421153783763487e-07,10003.385337302216,10000.0,32,0.7579788989670523,3.385337302215703,0.0003385337302215241,-8.933223075386882,"{'trend_long_period': 250, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 14, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': False, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00033847644060755504,61,28
82,-7.4447782198637595,20.0,20,2,False,50,12,3.0,,6.0,250,30,True,30,1.2984208303439842e-06,10035.444635697388,10000.0,33,0.5387120364928404,35.44463569738764,0.0035444635697388094,-7.4447782198637595,"{'trend_long_period': 250, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0035381967626873572,66,32
83,-7.4447782198637595,20.0,20,2,False,50,12,3.0,,6.0,250,30,True,30,1.2984208303439842e-06,10035.444635697388,10000.0,33,0.5387120364928404,35.44463569738764,0.0035444635697388094,-7.4447782198637595,"{'trend_long_period': 250, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0035381967626873572,66,32
84,-7.4447782198637595,20.0,20,2,False,50,12,3.0,,6.0,250,30,True,30,1.2984208303439842e-06,10035.444635697388,10000.0,33,0.5387120364928404,35.44463569738764,0.0035444635697388094,-7.4447782198637595,"{'trend_long_period': 250, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0035381967626873572,66,32
85,-7.4447782198637595,20.0,20,2,False,50,12,3.0,,6.0,250,30,True,30,1.2984208303439842e-06,10035.444635697388,10000.0,33,0.5387120364928404,35.44463569738764,0.0035444635697388094,-7.4447782198637595,"{'trend_long_period': 250, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0035381967626873572,66,32
86,-8.044718292486586,20.0,20,2,False,50,12,3.0,,6.0,300,30,True,30,9.154258194711244e-07,10024.976493001262,10000.0,33,0.6427551131480718,24.976493001262497,0.0024976493001263034,-8.044718292486586,"{'trend_long_period': 300, 'trend_mid_period': 30, 'pullback_ma_period': 20, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002494535358058814,65,31
87,-11.205183798724642,20.0,20,4,False,50,12,3.0,,6.0,300,80,True,30,3.19623620795771e-07,10008.713537749858,10000.0,28,0.5355609898693577,8.713537749858006,0.0008713537749858169,-11.205183798724642,"{'trend_long_period': 300, 'trend_mid_period': 80, 'pullback_ma_period': 20, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008709743666684759,55,26
88,-8.383140660972563,20.0,10,4,False,50,16,3.0,,6.0,300,50,True,30,-1.2100482952401601e-06,9967.080487878618,10000.0,37,0.863629673290526,-32.91951212138156,-0.003291951212138211,-8.383140660972563,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0032973816045294363,60,22
89,-10.06835783380571,20.0,10,4,False,50,16,3.0,,6.0,300,80,True,30,-7.68227159921144e-07,9979.087706625578,10000.0,34,0.7588135471788643,-20.912293374422006,-0.002091229337442213,-10.06835783380571,"{'trend_long_period': 300, 'trend_mid_period': 80, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0020934190107851176,55,20
90,-8.383140660972563,20.0,10,4,False,50,16,3.0,,6.0,300,50,True,30,-1.2100482952401601e-06,9967.080487878618,10000.0,37,0.863629673290526,-32.91951212138156,-0.003291951212138211,-8.383140660972563,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 50, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0032973816045294363,60,22
91,-8.383140660972563,20.0,10,4,False,50,16,3.0,,6.0,300,50,True,20,-1.2100482952401601e-06,9967.080487878618,10000.0,37,0.863629673290526,-32.91951212138156,-0.003291951212138211,-8.383140660972563,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 50, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0032973816045294363,60,22
92,-13.031204692464495,20.0,10,4,False,45,16,3.0,,6.0,300,80,True,20,-1.2071770131785992e-06,9967.1584730496,10000.0,44,0.5917204440508523,-32.841526950400294,-0.00328415269504001,-13.031204692464495,"{'trend_long_period': 300, 'trend_mid_period': 80, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0032895573609116827,72,27
93,-13.031204692464495,20.0,10,4,False,45,16,3.0,,6.0,300,80,True,20,-1.2071770131785992e-06,9967.1584730496,10000.0,44,0.5917204440508523,-32.841526950400294,-0.00328415269504001,-13.031204692464495,"{'trend_long_period': 300, 'trend_mid_period': 80, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0032895573609116827,72,27
94,-10.758794996160598,20.0,10,4,False,45,16,4.0,,6.0,300,50,True,20,-1.6495272627288215e-06,9955.15125430264,10000.0,47,0.6966854703362202,-44.848745697359846,-0.004484874569736008,-10.758794996160598,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0044949617909360385,77,29
95,-10.758794996160598,20.0,10,4,False,45,16,4.0,,6.0,300,50,True,20,-1.6495272627288215e-06,9955.15125430264,10000.0,47,0.6966854703362202,-44.848745697359846,-0.004484874569736008,-10.758794996160598,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0044949617909360385,77,29
96,-10.758794996160598,20.0,10,4,False,45,16,4.0,,6.0,300,50,True,20,-1.6495272627288215e-06,9955.15125430264,10000.0,47,0.6966854703362202,-44.848745697359846,-0.004484874569736008,-10.758794996160598,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0044949617909360385,77,29
97,-10.758794996160598,20.0,10,4,False,45,16,4.0,,6.0,300,50,True,20,-1.6495272627288215e-06,9955.15125430264,10000.0,47,0.6966854703362202,-44.848745697359846,-0.004484874569736008,-10.758794996160598,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0044949617909360385,77,29
98,-10.758794996160598,20.0,10,4,False,45,16,4.0,,6.0,300,50,True,20,-1.6495272627288215e-06,9955.15125430264,10000.0,47,0.6966854703362202,-44.848745697359846,-0.004484874569736008,-10.758794996160598,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0044949617909360385,77,29
99,-10.758794996160598,20.0,10,4,False,45,16,4.0,,6.0,300,50,True,20,-1.6495272627288215e-06,9955.15125430264,10000.0,47,0.6966854703362202,-44.848745697359846,-0.004484874569736008,-10.758794996160598,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 16, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0044949617909360385,77,29
100,-2.921472789111531,10.0,10,8,False,50,12,,3.0,4.0,200,40,True,10,6.646047371521178e-06,10182.754683201334,10000.0,0,0.6858445837043597,182.75468320133405,0.01827546832013338,-2.921472789111531,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01811047908739521,20,20
101,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
102,-2.7709204620438688,10.0,10,4,False,50,12,,4.0,4.0,200,40,True,10,7.346754181212721e-06,10202.216474832494,10000.0,0,0.6845337108908731,202.216474832494,0.020221647483249505,-2.7709204620438688,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 10, 'stop_loss_pct': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.020019905143804664,21,21
103,-3.1817869595993873,10.0,10,10,False,50,12,,2.0,4.0,250,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 2.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
104,-3.1819928090607523,20.0,10,10,False,50,12,,2.0,4.0,200,40,True,10,5.902272288340664e-06,10162.137307922909,10000.0,0,0.6872387800239432,162.1373079229088,0.016213730792290937,-3.1819928090607523,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 20, 'stop_loss_pct': 2.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01608369198572831,19,19
105,-3.1817869595993873,10.0,10,10,False,50,12,,4.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
106,-2.5804083679839325,20.0,10,4,False,50,12,,1.0,4.0,200,40,True,10,7.798285816752338e-06,10214.777249798455,10000.0,0,0.6836903219688908,214.77724979845516,0.02147772497984546,-2.5804083679839325,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_pct': 1.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.021250328850650122,22,22
107,-2.9697211540471273,20.0,10,8,False,50,12,,3.0,4.0,200,40,True,10,6.527969651370981e-06,10179.478788910781,10000.0,0,0.6860657294060735,179.47878891078108,0.017947878891078073,-2.9697211540471273,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 20, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.017788717299985924,20,20
108,-2.921472789111531,10.0,10,8,False,50,12,,3.0,4.0,200,40,True,10,6.646047371521178e-06,10182.754683201334,10000.0,0,0.6858445837043597,182.75468320133405,0.01827546832013338,-2.921472789111531,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01811047908739521,20,20
109,-2.921472789111531,10.0,10,8,False,50,12,,2.0,4.0,200,40,True,10,6.646047371521178e-06,10182.754683201334,10000.0,0,0.6858445837043597,182.75468320133405,0.01827546832013338,-2.921472789111531,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 10, 'stop_loss_pct': 2.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01811047908739521,20,20
110,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
111,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
112,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
113,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
114,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
115,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
116,-3.1817869595993873,10.0,10,10,False,50,12,,3.0,4.0,200,40,True,10,5.896532335090315e-06,10161.978359389881,10000.0,0,0.6872495505231033,161.978359389881,0.016197835938988048,-3.1817869595993873,"{'trend_long_period': 200, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 10, 'atr_period': 10, 'stop_loss_pct': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.01606805061312111,19,19
