number,value,params_atr_period,params_pullback_ma_period,params_reentry_cooldown_bars,params_require_volume_confirm,params_rsi_min,params_rsi_period,params_stop_loss_atr_mult,params_stop_loss_pct,params_take_profit_atr_mult,params_trend_long_period,params_trend_mid_period,params_use_invalidation,params_vol_ma_period,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
37,-3.9257910288538467,26.0,16,2,False,45,10,4.0,,5.0,260,55,True,25,1.207699749398132e-06,10032.964030431911,10000.0,11,0.8086158714951909,32.96403043191094,0.0032964030431910096,-3.9257910288538467,"{'trend_long_period': 260, 'trend_mid_period': 55, 'pullback_ma_period': 16, 'rsi_period': 10, 'rsi_min': 45, 'vol_ma_period': 25, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 26, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0032909818171099102,29,17
38,-3.9257910288538467,26.0,16,3,False,45,10,4.0,,5.0,260,55,True,25,1.207699749398132e-06,10032.964030431911,10000.0,11,0.8086158714951909,32.96403043191094,0.0032964030431910096,-3.9257910288538467,"{'trend_long_period': 260, 'trend_mid_period': 55, 'pullback_ma_period': 16, 'rsi_period': 10, 'rsi_min': 45, 'vol_ma_period': 25, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 3, 'atr_period': 26, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0032909818171099102,29,17
39,-6.120005340757932,16.0,16,2,False,55,10,4.0,,5.5,270,40,True,25,2.7921437024945427e-07,10007.611486856846,10000.0,11,0.6297331522577729,7.611486856845659,0.000761148685684665,-6.120005340757932,"{'trend_long_period': 270, 'trend_mid_period': 40, 'pullback_ma_period': 16, 'rsi_period': 10, 'rsi_min': 55, 'vol_ma_period': 25, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 16, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 5.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0007608591589297629,21,10
40,-6.120005340757932,16.0,16,2,False,55,10,4.0,,5.5,150,40,True,25,2.7921437024945427e-07,10007.611486856846,10000.0,11,0.6297331522577729,7.611486856845659,0.000761148685684665,-6.120005340757932,"{'trend_long_period': 150, 'trend_mid_period': 40, 'pullback_ma_period': 16, 'rsi_period': 10, 'rsi_min': 55, 'vol_ma_period': 25, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 16, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 5.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0007608591589297629,21,10
41,-6.120005340757932,16.0,16,2,False,55,10,4.0,,5.5,160,40,True,25,2.7921437024945427e-07,10007.611486856846,10000.0,11,0.6297331522577729,7.611486856845659,0.000761148685684665,-6.120005340757932,"{'trend_long_period': 160, 'trend_mid_period': 40, 'pullback_ma_period': 16, 'rsi_period': 10, 'rsi_min': 55, 'vol_ma_period': 25, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 16, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 5.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0007608591589297629,21,10
42,-6.120005340757932,16.0,16,2,False,55,10,4.0,,5.5,270,40,True,25,2.7921437024945427e-07,10007.611486856846,10000.0,11,0.6297331522577729,7.611486856845659,0.000761148685684665,-6.120005340757932,"{'trend_long_period': 270, 'trend_mid_period': 40, 'pullback_ma_period': 16, 'rsi_period': 10, 'rsi_min': 55, 'vol_ma_period': 25, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 2, 'atr_period': 16, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 5.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0007608591589297629,21,10
43,-5.8410401566596075,16.0,14,5,False,55,14,3.5,,5.5,270,40,True,30,2.3674914609095157e-06,10064.722694281518,10000.0,11,0.39560818317718827,64.72269428151776,0.006472269428151822,-5.8410401566596075,"{'trend_long_period': 270, 'trend_mid_period': 40, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 55, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 16, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 5.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.006451414230978431,21,10
44,-5.8410401566596075,16.0,14,5,False,55,14,3.5,,5.5,270,40,True,30,2.3674914609095157e-06,10064.722694281518,10000.0,11,0.39560818317718827,64.72269428151776,0.006472269428151822,-5.8410401566596075,"{'trend_long_period': 270, 'trend_mid_period': 40, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 55, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 16, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 5.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.006451414230978431,21,10
45,-5.463523477315694,12.0,14,5,False,55,14,3.5,,3.5,270,35,True,30,1.8952687917395568e-06,10051.77967031669,10000.0,11,0.4886006085203346,51.77967031668959,0.005177967031668951,-5.463523477315694,"{'trend_long_period': 270, 'trend_mid_period': 35, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 55, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 3.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005164607457490292,24,12
46,-5.722900615548335,16.0,14,5,False,55,14,3.5,,3.5,230,35,True,30,2.0448363031593773e-06,10055.877323905777,10000.0,11,0.44936965434052684,55.8773239057773,0.005587732390577749,-5.722900615548335,"{'trend_long_period': 230, 'trend_mid_period': 35, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 55, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 16, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 3.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005572178926109303,24,12
47,-5.667531635028457,12.0,14,5,False,55,14,3.5,,2.0,270,35,True,30,1.571325987698151e-06,10042.910435914255,10000.0,9,0.5051004142563481,42.910435914254776,0.004291043591425403,-5.667531635028457,"{'trend_long_period': 270, 'trend_mid_period': 35, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 55, 'vol_ma_period': 30, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004281863316477462,26,16
48,-3.717433472014472,22.0,14,5,False,45,14,3.5,,4.5,270,40,True,10,4.67179694297411e-07,10012.738753577676,10000.0,16,1.1315346929444767,12.738753577676107,0.0012738753577676842,-3.717433472014472,"{'trend_long_period': 270, 'trend_mid_period': 40, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 22, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001273064666960445,37,20
49,-3.7688992854730525,22.0,14,3,False,45,14,3.5,,4.5,270,35,True,10,5.358691382984169e-07,10014.613100763978,10000.0,16,1.1129619663051955,14.613100763977855,0.001461310076397826,-3.7688992854730525,"{'trend_long_period': 270, 'trend_mid_period': 35, 'pullback_ma_period': 14, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 3, 'atr_period': 22, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001460243401863186,37,20
50,-13.61407923104001,30.0,10,8,False,60,12,3.0,,6.0,300,60,True,10,1.1623814082113289e-07,10003.16799103978,10000.0,17,0.22906436828303017,3.1679910397797357,0.00031679910397808264,-13.61407923104001,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 60, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00031674893373758714,24,7
51,-14.4967486655473,30.0,10,0,False,60,12,3.0,,6.0,300,60,True,10,5.031697111573254e-07,10013.720779016492,10000.0,18,0.18050147747129275,13.720779016492088,0.0013720779016492823,-14.4967486655473,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 60, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013711374629037116,27,9
52,-6.919905032076333,30.0,10,0,False,50,12,3.0,,6.0,300,60,True,10,1.9886188800429007e-06,10054.336957129455,10000.0,39,0.4181569665596151,54.336957129455186,0.005433695712945497,-6.919905032076333,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0054189864481169045,72,32
53,-13.61407923104001,30.0,10,8,False,60,12,3.0,,6.0,300,60,True,10,1.1623814082113289e-07,10003.16799103978,10000.0,17,0.22906436828303017,3.1679910397797357,0.00031679910397808264,-13.61407923104001,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 60, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00031674893373758714,24,7
54,-14.4967486655473,30.0,10,0,False,60,12,3.0,,6.0,300,60,True,10,5.031697111573254e-07,10013.720779016492,10000.0,18,0.18050147747129275,13.720779016492088,0.0013720779016492823,-14.4967486655473,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 60, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013711374629037116,27,9
55,-6.919905032076333,30.0,10,0,False,50,12,3.0,,6.0,300,60,True,10,1.9886188800429007e-06,10054.336957129455,10000.0,39,0.4181569665596151,54.336957129455186,0.005433695712945497,-6.919905032076333,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 50, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0054189864481169045,72,32
56,-13.381674468367805,30.0,10,0,False,60,12,3.0,,6.0,300,50,True,10,5.154324727306375e-07,10014.055403354141,10000.0,19,0.18053835256260242,14.055403354141163,0.0014055403354140683,-13.381674468367805,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 60, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0014045534881909872,29,10
57,-14.4967486655473,30.0,10,0,False,60,12,3.0,,6.0,300,60,True,10,5.031697111573254e-07,10013.720779016492,10000.0,18,0.18050147747129275,13.720779016492088,0.0013720779016492823,-14.4967486655473,"{'trend_long_period': 300, 'trend_mid_period': 60, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 60, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 30, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 6.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013711374629037116,27,9
58,-10.532631644971907,20.0,10,4,False,45,12,3.0,,4.0,300,50,True,20,-1.4872449328787559e-06,9959.554588355935,10000.0,47,0.655013208195668,-40.445411644064734,-0.0040445411644064455,-10.532631644971907,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00405274244209461,81,33
59,-10.532631644971907,20.0,10,4,False,45,12,3.0,,4.0,300,50,True,20,-1.4872449328787559e-06,9959.554588355935,10000.0,47,0.655013208195668,-40.445411644064734,-0.0040445411644064455,-10.532631644971907,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00405274244209461,81,33
60,-10.532631644971907,20.0,10,4,False,45,12,3.0,,4.0,300,50,True,20,-1.4872449328787559e-06,9959.554588355935,10000.0,47,0.655013208195668,-40.445411644064734,-0.0040445411644064455,-10.532631644971907,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00405274244209461,81,33
61,-10.532631644971907,20.0,10,4,False,45,12,3.0,,4.0,300,50,True,20,-1.4872449328787559e-06,9959.554588355935,10000.0,47,0.655013208195668,-40.445411644064734,-0.0040445411644064455,-10.532631644971907,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00405274244209461,81,33
62,-10.532631644971907,20.0,10,4,False,45,12,3.0,,4.0,300,50,True,20,-1.4872449328787559e-06,9959.554588355935,10000.0,47,0.655013208195668,-40.445411644064734,-0.0040445411644064455,-10.532631644971907,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 10, 'rsi_period': 12, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.00405274244209461,81,33
63,-7.746274260980963,20.0,30,4,False,45,14,4.0,,4.0,300,50,True,20,-1.0288739356472524e-06,9972.00245169723,10000.0,29,0.7475781614227687,-27.997548302770156,-0.002799754830277057,-7.746274260980963,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 30, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.002803681474638763,55,26
64,-7.746274260980963,20.0,30,4,False,45,14,1.0,,4.0,300,50,True,20,-1.0288739356472524e-06,9972.00245169723,10000.0,29,0.7475781614227687,-27.997548302770156,-0.002799754830277057,-7.746274260980963,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 30, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 1.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.002803681474638763,55,26
65,-7.746274260980963,20.0,30,4,False,45,14,4.0,,4.0,300,50,True,20,-1.0288739356472524e-06,9972.00245169723,10000.0,29,0.7475781614227687,-27.997548302770156,-0.002799754830277057,-7.746274260980963,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 30, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.002803681474638763,55,26
66,-10.82852659563714,20.0,30,4,False,45,14,1.0,,4.0,200,50,True,20,-3.21361561803255e-08,9999.12432808639,10000.0,26,0.48292191165324366,-0.8756719136108586,-8.756719136104874e-05,-10.82852659563714,"{'trend_long_period': 200, 'trend_mid_period': 50, 'pullback_ma_period': 30, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 4, 'atr_period': 20, 'stop_loss_atr_mult': 1.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-8.7571025591387e-05,53,27
67,-8.769998293105811,20.0,30,6,False,45,14,1.0,,4.0,300,50,True,20,-1.6775773820407359e-06,9954.390345716904,10000.0,29,0.7837263757475521,-45.60965428309646,-0.004560965428309638,-8.769998293105811,"{'trend_long_period': 300, 'trend_mid_period': 50, 'pullback_ma_period': 30, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 1.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.004571398366061005,50,21
68,-10.914349488164698,20.0,30,6,False,45,14,4.0,,4.0,250,50,True,20,-1.0793768185755032e-06,9970.63019559735,10000.0,27,0.6273870212041598,-29.369804402649606,-0.0029369804402649136,-10.914349488164698,"{'trend_long_period': 250, 'trend_mid_period': 50, 'pullback_ma_period': 30, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 20, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.002941301830618246,49,22
69,-10.96644595939868,20.0,10,6,False,45,14,4.0,,4.0,250,40,True,10,-2.2649838219475037e-06,9938.469272498533,10000.0,48,0.9944608399846052,-61.53072750146748,-0.00615307275014676,-10.96644595939868,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.006172080914806947,74,25
70,-10.96644595939868,20.0,10,6,False,45,14,4.0,,4.0,250,40,True,10,-2.2649838219475037e-06,9938.469272498533,10000.0,48,0.9944608399846052,-61.53072750146748,-0.00615307275014676,-10.96644595939868,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': False, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.006172080914806947,74,25
71,-11.12893029332834,20.0,10,6,True,45,14,4.0,,4.0,250,40,True,10,1.069106651496761e-06,10029.175634533813,10000.0,27,0.35493933740715206,29.175634533812627,0.0029175634533813444,-11.12893029332834,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002913315625328674,46,18
72,-11.12893029332834,20.0,10,6,True,45,14,4.0,,4.0,250,40,True,10,1.069106651496761e-06,10029.175634533813,10000.0,27,0.35493933740715206,29.175634533812627,0.0029175634533813444,-11.12893029332834,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002913315625328674,46,18
73,-11.12893029332834,20.0,10,6,True,45,14,4.0,,4.0,250,40,True,10,1.069106651496761e-06,10029.175634533813,10000.0,27,0.35493933740715206,29.175634533812627,0.0029175634533813444,-11.12893029332834,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002913315625328674,46,18
74,-11.12893029332834,20.0,10,6,True,45,14,4.0,,4.0,250,40,True,10,1.069106651496761e-06,10029.175634533813,10000.0,27,0.35493933740715206,29.175634533812627,0.0029175634533813444,-11.12893029332834,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': True, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002913315625328674,46,18
75,-12.224671033591763,20.0,10,6,True,45,14,4.0,,2.0,250,40,False,10,2.074657131524395e-07,10005.655039054178,10000.0,26,0.3694250602417716,5.655039054177905,0.0005655039054177635,-12.224671033591763,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': False, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0005653440683403976,47,20
76,-12.224671033591763,20.0,10,6,True,45,14,4.0,,2.0,250,40,False,10,2.074657131524395e-07,10005.655039054178,10000.0,26,0.3694250602417716,5.655039054177905,0.0005655039054177635,-12.224671033591763,"{'trend_long_period': 250, 'trend_mid_period': 40, 'pullback_ma_period': 10, 'rsi_period': 14, 'rsi_min': 45, 'vol_ma_period': 10, 'require_volume_confirm': True, 'use_invalidation': False, 'reentry_cooldown_bars': 6, 'atr_period': 20, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0005653440683403976,47,20
