number,value,params_atr_period,params_ema_fast,params_ema_slow,params_ema_trend,params_stop_loss_atr_mult,params_take_profit_atr_mult,user_attrs_objective,user_attrs_per_ticker_metrics,user_attrs_portfolio_metrics,user_attrs_portfolio_weights,user_attrs_strategy_params,user_attrs_total_trades
0,0.665988399241099,19.0,20.0,26.0,250.0,2.0,4.75,0.665988399241099,"{'AAPL': {'total_trades': 22, 'won_trades': 11, 'lost_trades': 11, 'sharpe_ratio': 0.10577404433417212, 'max_drawdown': 13.924726817430102, 'total_return': 0.16575912998979972, 'annualized_return': 6.082903852836687e-05, 'final_value': 11802.887713129308, 'initial_capital': 10000.0, 'pnl': 1802.8877131293084, 'pnl_pct': 0.18028877131293086}, 'MSFT': {'total_trades': 25, 'won_trades': 14, 'lost_trades': 10, 'sharpe_ratio': 0.70590683492517, 'max_drawdown': 8.72972465911586, 'total_return': 0.3561174511156266, 'annualized_return': 0.00013068530316169783, 'final_value': 14277.75232210206, 'initial_capital': 10000.0, 'pnl': 4277.75232210206, 'pnl_pct': 0.42777523221020597}, 'GOOG': {'total_trades': 24, 'won_trades': 12, 'lost_trades': 12, 'sharpe_ratio': 0.1989734176230762, 'max_drawdown': 10.485373429490366, 'total_return': 0.21557242952932182, 'annualized_return': 7.910914845112728e-05, 'final_value': 12405.718337031567, 'initial_capital': 10000.0, 'pnl': 2405.718337031567, 'pnl_pct': 0.2405718337031566}, 'JPM': {'total_trades': 27, 'won_trades': 9, 'lost_trades': 17, 'sharpe_ratio': -0.16381755299437192, 'max_drawdown': 25.587821669786205, 'total_return': -0.027764113713115383, 'annualized_return': -1.0188665582794637e-05, 'final_value': 9726.17766937611, 'initial_capital': 10000.0, 'pnl': -273.8223306238906, 'pnl_pct': -0.027382233062389072}, 'XOM': {'total_trades': 27, 'won_trades': 10, 'lost_trades': 16, 'sharpe_ratio': 0.04340726684362895, 'max_drawdown': 14.81848605392495, 'total_return': 0.11858104714182047, 'annualized_return': 4.3515980602502924e-05, 'final_value': 11258.981212289827, 'initial_capital': 10000.0, 'pnl': 1258.9812122898275, 'pnl_pct': 0.1258981212289827}}","{'sharpe_ratio': 0.665988399241099, 'sortino_ratio': 0.5408877268806785, 'cagr': 0.016278417611544027, 'ann_vol': 0.02424568463461429, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.2819995473561227, 'max_drawdown': 0.05772497780284325, 'ulcer_index': 0.02257561114371955, 'final_value': 11907.807491852658, 'pnl': 1907.8074918526581, 'pnl_pct': 19.078074918526582}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 250, 'ema_fast': 20, 'ema_slow': 26, 'stop_loss_atr_mult': 2.0, 'take_profit_atr_mult': 4.75, 'atr_period': 19, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",125.0
1,0.7674573650888136,19.0,13.0,36.0,240.0,2.25,5.0,0.7674573650888136,"{'AAPL': {'total_trades': 22, 'won_trades': 12, 'lost_trades': 10, 'sharpe_ratio': 0.32021974358314786, 'max_drawdown': 15.831784383534032, 'total_return': 0.32235944290446894, 'annualized_return': 0.00011829704326769502, 'final_value': 13803.80854899636, 'initial_capital': 10000.0, 'pnl': 3803.8085489963596, 'pnl_pct': 0.3803808548996359}, 'MSFT': {'total_trades': 22, 'won_trades': 13, 'lost_trades': 8, 'sharpe_ratio': 0.7539758666108194, 'max_drawdown': 8.500655354661435, 'total_return': 0.43501128405466016, 'annualized_return': 0.00015963716846042575, 'final_value': 15449.804924973037, 'initial_capital': 10000.0, 'pnl': 5449.8049249730375, 'pnl_pct': 0.5449804924973038}, 'GOOG': {'total_trades': 21, 'won_trades': 12, 'lost_trades': 9, 'sharpe_ratio': 0.2866197901020474, 'max_drawdown': 10.887552149263373, 'total_return': 0.28793429120982167, 'annualized_return': 0.00010566396007699877, 'final_value': 13336.696674238214, 'initial_capital': 10000.0, 'pnl': 3336.6966742382137, 'pnl_pct': 0.3336696674238213}, 'JPM': {'total_trades': 25, 'won_trades': 9, 'lost_trades': 15, 'sharpe_ratio': -0.1427071579501052, 'max_drawdown': 24.495780616635535, 'total_return': -0.011617094821974277, 'annualized_return': -4.263154063109826e-06, 'final_value': 9884.501230800386, 'initial_capital': 10000.0, 'pnl': -115.49876919961389, 'pnl_pct': -0.011549876919961344}, 'XOM': {'total_trades': 24, 'won_trades': 9, 'lost_trades': 14, 'sharpe_ratio': -0.09727707588609252, 'max_drawdown': 19.02874029628015, 'total_return': 0.014594760305841285, 'annualized_return': 5.355875341593132e-06, 'final_value': 10147.017838471524, 'initial_capital': 10000.0, 'pnl': 147.01783847152365, 'pnl_pct': 0.014701783847152372}}","{'sharpe_ratio': 0.7674573650888136, 'sortino_ratio': 0.6660887864086357, 'cagr': 0.020538495768112952, 'ann_vol': 0.026490624676804932, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.41599642280198545, 'max_drawdown': 0.04937180860780932, 'ulcer_index': 0.019208120162919753, 'final_value': 12458.809742727697, 'pnl': 2458.809742727697, 'pnl_pct': 24.58809742727697}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 240, 'ema_fast': 13, 'ema_slow': 36, 'stop_loss_atr_mult': 2.25, 'take_profit_atr_mult': 5.0, 'atr_period': 19, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",114.0
2,0.5562363610165879,12.0,9.0,40.0,290.0,3.25,4.25,0.5562363610165879,"{'AAPL': {'total_trades': 22, 'won_trades': 14, 'lost_trades': 8, 'sharpe_ratio': 0.3512816947877227, 'max_drawdown': 12.52338417224812, 'total_return': 0.3267801775156942, 'annualized_return': 0.0001199193311984199, 'final_value': 13864.966605383526, 'initial_capital': 10000.0, 'pnl': 3864.9666053835263, 'pnl_pct': 0.38649666053835263}, 'MSFT': {'total_trades': 19, 'won_trades': 11, 'lost_trades': 7, 'sharpe_ratio': 0.1926035046809789, 'max_drawdown': 13.632666151476514, 'total_return': 0.20409235650997215, 'annualized_return': 7.48962776183384e-05, 'final_value': 12264.114153040031, 'initial_capital': 10000.0, 'pnl': 2264.114153040031, 'pnl_pct': 0.2264114153040031}, 'GOOG': {'total_trades': 20, 'won_trades': 12, 'lost_trades': 8, 'sharpe_ratio': 0.2090941032351688, 'max_drawdown': 14.403961769030047, 'total_return': 0.23188670070779138, 'annualized_return': 8.509603695698767e-05, 'final_value': 12609.768529496836, 'initial_capital': 10000.0, 'pnl': 2609.768529496836, 'pnl_pct': 0.26097685294968365}, 'JPM': {'total_trades': 21, 'won_trades': 9, 'lost_trades': 11, 'sharpe_ratio': -0.1391045463646086, 'max_drawdown': 23.910238517264588, 'total_return': -0.01270563096463421, 'annualized_return': -4.662616867755673e-06, 'final_value': 9873.747447960995, 'initial_capital': 10000.0, 'pnl': -126.25255203900451, 'pnl_pct': -0.012625255203900454}, 'XOM': {'total_trades': 23, 'won_trades': 11, 'lost_trades': 12, 'sharpe_ratio': -0.36535423140476236, 'max_drawdown': 12.391157119517969, 'total_return': -0.024490835780508872, 'annualized_return': -8.987462671746375e-06, 'final_value': 9758.066313835829, 'initial_capital': 10000.0, 'pnl': -241.93368616417138, 'pnl_pct': -0.024193368616417188}}","{'sharpe_ratio': 0.5562363610165879, 'sortino_ratio': 0.4749759867743685, 'cagr': 0.014596041932887216, 'ann_vol': 0.026051056794392433, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.1398974339379188, 'max_drawdown': 0.10433387891420787, 'ulcer_index': 0.03971346980100997, 'final_value': 11696.36940861667, 'pnl': 1696.3694086166706, 'pnl_pct': 16.963694086166704}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 290, 'ema_fast': 9, 'ema_slow': 40, 'stop_loss_atr_mult': 3.25, 'take_profit_atr_mult': 4.25, 'atr_period': 12, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",105.0
3,0.37829500896007495,19.0,16.0,24.0,150.0,3.25,4.75,0.37829500896007495,"{'AAPL': {'total_trades': 26, 'won_trades': 13, 'lost_trades': 13, 'sharpe_ratio': 0.06820816555180538, 'max_drawdown': 16.805447765542738, 'total_return': 0.13425896437639306, 'annualized_return': 4.926934472528186e-05, 'final_value': 11436.889559958863, 'initial_capital': 10000.0, 'pnl': 1436.8895599588632, 'pnl_pct': 0.14368895599588627}, 'MSFT': {'total_trades': 23, 'won_trades': 13, 'lost_trades': 9, 'sharpe_ratio': 0.17713370335883075, 'max_drawdown': 15.840897194125015, 'total_return': 0.20906058479063477, 'annualized_return': 7.671948065711367e-05, 'final_value': 12325.196682143604, 'initial_capital': 10000.0, 'pnl': 2325.1966821436035, 'pnl_pct': 0.23251966821436043}, 'GOOG': {'total_trades': 25, 'won_trades': 15, 'lost_trades': 10, 'sharpe_ratio': 0.24930058237796573, 'max_drawdown': 12.988439429140943, 'total_return': 0.28288363939673283, 'annualized_return': 0.00010381050987036068, 'final_value': 13269.507480439433, 'initial_capital': 10000.0, 'pnl': 3269.5074804394335, 'pnl_pct': 0.3269507480439433}, 'JPM': {'total_trades': 23, 'won_trades': 10, 'lost_trades': 13, 'sharpe_ratio': -0.1979012001850799, 'max_drawdown': 26.871512702700354, 'total_return': -0.06087826217250162, 'annualized_return': -2.2340646668807935e-05, 'final_value': 9409.377805251095, 'initial_capital': 10000.0, 'pnl': -590.6221947489048, 'pnl_pct': -0.05906221947489043}, 'XOM': {'total_trades': 23, 'won_trades': 9, 'lost_trades': 13, 'sharpe_ratio': -0.13654353948816994, 'max_drawdown': 17.99760929643312, 'total_return': -0.02467219961477818, 'annualized_return': -9.054018207258047e-06, 'final_value': 9756.296713989654, 'initial_capital': 10000.0, 'pnl': -243.70328601034635, 'pnl_pct': -0.024370328601034608}}","{'sharpe_ratio': 0.37829500896007495, 'sortino_ratio': 0.3451762553714609, 'cagr': 0.01140042746526726, 'ann_vol': 0.029965852158368642, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.15304039426609828, 'max_drawdown': 0.07449293057521023, 'ulcer_index': 0.032229401903889274, 'final_value': 11304.10695540863, 'pnl': 1304.1069554086298, 'pnl_pct': 13.041069554086299}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 150, 'ema_fast': 16, 'ema_slow': 24, 'stop_loss_atr_mult': 3.25, 'take_profit_atr_mult': 4.75, 'atr_period': 19, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",120.0
4,0.915931712801616,15.0,18.0,26.0,220.0,2.75,4.0,0.915931712801616,"{'AAPL': {'total_trades': 23, 'won_trades': 15, 'lost_trades': 8, 'sharpe_ratio': 0.5695338963751027, 'max_drawdown': 8.405446332968738, 'total_return': 0.3768499873392856, 'annualized_return': 0.00013829357333551765, 'final_value': 14576.856216700822, 'initial_capital': 10000.0, 'pnl': 4576.856216700822, 'pnl_pct': 0.4576856216700822}, 'MSFT': {'total_trades': 26, 'won_trades': 17, 'lost_trades': 8, 'sharpe_ratio': 0.7602483990343194, 'max_drawdown': 9.146821550642157, 'total_return': 0.4336849761320994, 'annualized_return': 0.00015915044995673373, 'final_value': 15429.32730911294, 'initial_capital': 10000.0, 'pnl': 5429.3273091129395, 'pnl_pct': 0.5429327309112939}, 'GOOG': {'total_trades': 22, 'won_trades': 14, 'lost_trades': 8, 'sharpe_ratio': 0.39768929818878834, 'max_drawdown': 10.792072323723643, 'total_return': 0.32884207840586727, 'annualized_return': 0.00012067599207554763, 'final_value': 13893.584285640734, 'initial_capital': 10000.0, 'pnl': 3893.5842856407344, 'pnl_pct': 0.38935842856407343}, 'JPM': {'total_trades': 20, 'won_trades': 11, 'lost_trades': 9, 'sharpe_ratio': 0.015838212716891654, 'max_drawdown': 15.560193409904135, 'total_return': 0.10603743694807401, 'annualized_return': 3.891282089837578e-05, 'final_value': 11118.63500503522, 'initial_capital': 10000.0, 'pnl': 1118.6350050352194, 'pnl_pct': 0.111863500503522}, 'XOM': {'total_trades': 26, 'won_trades': 11, 'lost_trades': 15, 'sharpe_ratio': -0.21921319577869, 'max_drawdown': 20.393586486723514, 'total_return': -0.03550789431868328, 'annualized_return': -1.3030419933461753e-05, 'final_value': 9651.151152736413, 'initial_capital': 10000.0, 'pnl': -348.84884726358723, 'pnl_pct': -0.034884884726358756}}","{'sharpe_ratio': 0.915931712801616, 'sortino_ratio': 0.7928066147863005, 'cagr': 0.023589651869259542, 'ann_vol': 0.02545573581638553, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.4318942405529042, 'max_drawdown': 0.05461904710528309, 'ulcer_index': 0.016620737716831514, 'final_value': 12867.559797994862, 'pnl': 2867.5597979948616, 'pnl_pct': 28.675597979948613}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 220, 'ema_fast': 18, 'ema_slow': 26, 'stop_loss_atr_mult': 2.75, 'take_profit_atr_mult': 4.0, 'atr_period': 15, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",117.0
5,0.4016299565714403,11.0,18.0,32.0,170.0,2.25,4.25,0.4016299565714403,"{'AAPL': {'total_trades': 24, 'won_trades': 13, 'lost_trades': 11, 'sharpe_ratio': 0.16237097430785274, 'max_drawdown': 8.076517596005559, 'total_return': 0.19126083414868858, 'annualized_return': 7.018746207291324e-05, 'final_value': 12107.752224220589, 'initial_capital': 10000.0, 'pnl': 2107.7522242205887, 'pnl_pct': 0.21077522242205893}, 'MSFT': {'total_trades': 25, 'won_trades': 13, 'lost_trades': 12, 'sharpe_ratio': 0.16946259982662693, 'max_drawdown': 13.778927907844876, 'total_return': 0.19067197582658715, 'annualized_return': 6.99713672758118e-05, 'final_value': 12100.624572355937, 'initial_capital': 10000.0, 'pnl': 2100.624572355937, 'pnl_pct': 0.21006245723559358}, 'GOOG': {'total_trades': 23, 'won_trades': 13, 'lost_trades': 10, 'sharpe_ratio': 0.26826333956054565, 'max_drawdown': 8.331547349763088, 'total_return': 0.25248100108221344, 'annualized_return': 9.265357837879392e-05, 'final_value': 12872.150402297548, 'initial_capital': 10000.0, 'pnl': 2872.1504022975478, 'pnl_pct': 0.28721504022975486}, 'JPM': {'total_trades': 29, 'won_trades': 10, 'lost_trades': 18, 'sharpe_ratio': -0.19272468536981682, 'max_drawdown': 22.92984258152753, 'total_return': -0.006958781662174794, 'annualized_return': -2.5536813439173557e-06, 'final_value': 9930.653745937543, 'initial_capital': 10000.0, 'pnl': -69.34625406245686, 'pnl_pct': -0.006934625406245676}, 'XOM': {'total_trades': 28, 'won_trades': 8, 'lost_trades': 19, 'sharpe_ratio': -0.32592398913771453, 'max_drawdown': 25.527119080683025, 'total_return': -0.13797711955515848, 'annualized_return': -5.0633805341342565e-05, 'final_value': 8711.186230993846, 'initial_capital': 10000.0, 'pnl': -1288.813769006154, 'pnl_pct': -0.1288813769006154}}","{'sharpe_ratio': 0.4016299565714403, 'sortino_ratio': 0.35111349986579254, 'cagr': 0.010110721588441285, 'ann_vol': 0.025047808350049244, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.2552667468573127, 'max_drawdown': 0.039608455519249075, 'ulcer_index': 0.02023408698212093, 'final_value': 11149.205997933914, 'pnl': 1149.2059979339137, 'pnl_pct': 11.492059979339137}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 170, 'ema_fast': 18, 'ema_slow': 32, 'stop_loss_atr_mult': 2.25, 'take_profit_atr_mult': 4.25, 'atr_period': 11, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",129.0
6,0.8585568306182815,14.0,11.0,34.0,270.0,3.5,6.0,0.8585568306182815,"{'AAPL': {'total_trades': 19, 'won_trades': 11, 'lost_trades': 8, 'sharpe_ratio': 0.29454277022211744, 'max_drawdown': 18.691058217986015, 'total_return': 0.3605061262895205, 'annualized_return': 0.00013229582616129193, 'final_value': 14340.550438731381, 'initial_capital': 10000.0, 'pnl': 4340.550438731381, 'pnl_pct': 0.4340550438731381}, 'MSFT': {'total_trades': 18, 'won_trades': 11, 'lost_trades': 6, 'sharpe_ratio': 0.501138553598877, 'max_drawdown': 9.578611449059947, 'total_return': 0.4188012252606879, 'annualized_return': 0.0001536885230314451, 'final_value': 15201.381596904042, 'initial_capital': 10000.0, 'pnl': 5201.381596904042, 'pnl_pct': 0.5201381596904042}, 'GOOG': {'total_trades': 16, 'won_trades': 11, 'lost_trades': 5, 'sharpe_ratio': 0.5342092983536062, 'max_drawdown': 13.977441087974734, 'total_return': 0.4647524393413761, 'annualized_return': 0.00017055135388674352, 'final_value': 15916.201175862496, 'initial_capital': 10000.0, 'pnl': 5916.201175862496, 'pnl_pct': 0.5916201175862497}, 'JPM': {'total_trades': 20, 'won_trades': 9, 'lost_trades': 10, 'sharpe_ratio': -0.04697089764850115, 'max_drawdown': 27.339091026528603, 'total_return': 0.03161734910136158, 'annualized_return': 1.1602696917930856e-05, 'final_value': 10321.224871357022, 'initial_capital': 10000.0, 'pnl': 321.2248713570225, 'pnl_pct': 0.032122487135702205}, 'XOM': {'total_trades': 21, 'won_trades': 9, 'lost_trades': 11, 'sharpe_ratio': 0.008313306647171122, 'max_drawdown': 12.775551244765092, 'total_return': 0.09584170983670759, 'annualized_return': 3.517126966484682e-05, 'final_value': 11005.848384514524, 'initial_capital': 10000.0, 'pnl': 1005.8483845145238, 'pnl_pct': 0.10058483845145227}}","{'sharpe_ratio': 0.8585568306182815, 'sortino_ratio': 0.769984406485847, 'cagr': 0.027043881422622595, 'ann_vol': 0.031080828728782754, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.27659916224514103, 'max_drawdown': 0.09777282477325244, 'ulcer_index': 0.03517681328766504, 'final_value': 13344.968579818787, 'pnl': 3344.9685798187875, 'pnl_pct': 33.44968579818787}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 270, 'ema_fast': 11, 'ema_slow': 34, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 6.0, 'atr_period': 14, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",94.0
7,0.6417286091117202,11.0,16.0,28.0,230.0,3.0,4.25,0.6417286091117202,"{'AAPL': {'total_trades': 22, 'won_trades': 14, 'lost_trades': 8, 'sharpe_ratio': 0.47621046171872244, 'max_drawdown': 7.657252097868194, 'total_return': 0.3402034825686181, 'annualized_return': 0.00012484531470408004, 'final_value': 14052.335019961054, 'initial_capital': 10000.0, 'pnl': 4052.335019961054, 'pnl_pct': 0.4052335019961053}, 'MSFT': {'total_trades': 24, 'won_trades': 15, 'lost_trades': 8, 'sharpe_ratio': 0.6700336503064624, 'max_drawdown': 8.62388259067914, 'total_return': 0.39278273722737644, 'annualized_return': 0.00014414045402839503, 'final_value': 14810.965672238306, 'initial_capital': 10000.0, 'pnl': 4810.965672238306, 'pnl_pct': 0.48109656722383054}, 'GOOG': {'total_trades': 20, 'won_trades': 12, 'lost_trades': 8, 'sharpe_ratio': 0.24478016929572308, 'max_drawdown': 12.258623256543258, 'total_return': 0.23783053523872408, 'annualized_return': 8.727726063806388e-05, 'final_value': 12684.942095409802, 'initial_capital': 10000.0, 'pnl': 2684.9420954098023, 'pnl_pct': 0.26849420954098013}, 'JPM': {'total_trades': 18, 'won_trades': 8, 'lost_trades': 10, 'sharpe_ratio': -0.2715146526616245, 'max_drawdown': 23.943585833845006, 'total_return': -0.05164232964057569, 'annualized_return': -1.895131362956906e-05, 'final_value': 9496.684743700578, 'initial_capital': 10000.0, 'pnl': -503.3152562994219, 'pnl_pct': -0.05033152562994214}, 'XOM': {'total_trades': 23, 'won_trades': 10, 'lost_trades': 13, 'sharpe_ratio': -0.23029284680519593, 'max_drawdown': 20.58224954052894, 'total_return': -0.0485016650716103, 'annualized_return': -1.7798776173068e-05, 'final_value': 9526.557530644655, 'initial_capital': 10000.0, 'pnl': -473.44246935534466, 'pnl_pct': -0.04734424693553452}}","{'sharpe_ratio': 0.6417286091117202, 'sortino_ratio': 0.5485261724293029, 'cagr': 0.01726004476018561, 'ann_vol': 0.026666696847019958, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.3015075113076418, 'max_drawdown': 0.05724582013008095, 'ulcer_index': 0.019131614414172146, 'final_value': 12032.773214709003, 'pnl': 2032.7732147090028, 'pnl_pct': 20.32773214709003}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 230, 'ema_fast': 16, 'ema_slow': 28, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 4.25, 'atr_period': 11, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",107.0
8,0.5069584703568971,11.0,9.0,30.0,210.0,3.5,5.75,0.5069584703568971,"{'AAPL': {'total_trades': 23, 'won_trades': 12, 'lost_trades': 11, 'sharpe_ratio': 0.17419438396741124, 'max_drawdown': 24.848265805175732, 'total_return': 0.24224495419834186, 'annualized_return': 8.889723089847407e-05, 'final_value': 12741.06252270125, 'initial_capital': 10000.0, 'pnl': 2741.0625227012497, 'pnl_pct': 0.274106252270125}, 'MSFT': {'total_trades': 20, 'won_trades': 12, 'lost_trades': 7, 'sharpe_ratio': 0.46355021635374327, 'max_drawdown': 15.502070826387428, 'total_return': 0.4117278924912208, 'annualized_return': 0.00015109280458393425, 'final_value': 15094.236549324922, 'initial_capital': 10000.0, 'pnl': 5094.236549324922, 'pnl_pct': 0.5094236549324922}, 'GOOG': {'total_trades': 19, 'won_trades': 12, 'lost_trades': 7, 'sharpe_ratio': 0.2989353965678443, 'max_drawdown': 14.177571701536891, 'total_return': 0.3176073584615539, 'annualized_return': 0.00011655315906846015, 'final_value': 13738.367299460768, 'initial_capital': 10000.0, 'pnl': 3738.3672994607678, 'pnl_pct': 0.37383672994607675}, 'JPM': {'total_trades': 24, 'won_trades': 11, 'lost_trades': 12, 'sharpe_ratio': -0.04339218446926267, 'max_drawdown': 19.463068320636193, 'total_return': 0.04895151850677081, 'annualized_return': 1.7963860002484703e-05, 'final_value': 10501.694357234326, 'initial_capital': 10000.0, 'pnl': 501.69435723432616, 'pnl_pct': 0.050169435723432576}, 'XOM': {'total_trades': 20, 'won_trades': 5, 'lost_trades': 14, 'sharpe_ratio': -0.35797248534428017, 'max_drawdown': 24.948499633568083, 'total_return': -0.18050115699786815, 'annualized_return': -6.623895669646537e-05, 'final_value': 8348.517147747305, 'initial_capital': 10000.0, 'pnl': -1651.482852252695, 'pnl_pct': -0.16514828522526948}}","{'sharpe_ratio': 0.5069584703568971, 'sortino_ratio': 0.4420919542540832, 'cagr': 0.01721031454322497, 'ann_vol': 0.03365935405979532, 'total_trades': 0, 'won_trades': 0, 'lost_trades': 0, 'win_rate': 0.0, 'profit_factor': inf, 'avg_win': 0.0, 'avg_loss': 0.0, 'best_trade': 0.0, 'worst_trade': 0.0, 'payoff_ratio': 0.0, 'expectancy': 0.0, 'max_consecutive_losses': 0, 'avg_trade_size': 0.0, 'avg_trade_duration_days': 0.0, 'calmar_ratio': 0.17945586258745963, 'max_drawdown': 0.09590277127244784, 'ulcer_index': 0.03230060000839436, 'final_value': 12026.413818389627, 'pnl': 2026.4138183896266, 'pnl_pct': 20.264138183896264}","{'AAPL': 0.2, 'MSFT': 0.2, 'GOOG': 0.2, 'JPM': 0.2, 'XOM': 0.2}","{'ema_trend': 210, 'ema_fast': 9, 'ema_slow': 30, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 5.75, 'atr_period': 11, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",106.0
